"Statistic","Year","Age Group","Sex","UNIT","VALUE"
"Population Estimates (Persons in April)","2019","0 - 4 years","Both sexes","Thousand","315.2"
"Population Estimates (Persons in April)","2019","0 - 4 years","Male","Thousand","161.1"
"Population Estimates (Persons in April)","2019","0 - 4 years","Female","Thousand","154.2"
"Population Estimates (Persons in April)","2019","0 - 14 years","Both sexes","Thousand","1008.9"
"Population Estimates (Persons in April)","2019","0 - 14 years","Male","Thousand","516.5"
"Population Estimates (Persons in April)","2019","0 - 14 years","Female","Thousand","492.4"
"Population Estimates (Persons in April)","2019","1 - 4 years","Both sexes","Thousand","253.9"
"Population Estimates (Persons in April)","2019","1 - 4 years","Male","Thousand","129.9"
"Population Estimates (Persons in April)","2019","1 - 4 years","Female","Thousand","124"
"Population Estimates (Persons in April)","2019","5 - 9 years","Both sexes","Thousand","352.3"
"Population Estimates (Persons in April)","2019","5 - 9 years","Male","Thousand","180.2"
"Population Estimates (Persons in April)","2019","5 - 9 years","Female","Thousand","172"
"Population Estimates (Persons in April)","2019","10 - 14 years","Both sexes","Thousand","341.4"
"Population Estimates (Persons in April)","2019","10 - 14 years","Male","Thousand","175.2"
"Population Estimates (Persons in April)","2019","10 - 14 years","Female","Thousand","166.2"
"Population Estimates (Persons in April)","2019","15 - 19 years","Both sexes","Thousand","319.9"
"Population Estimates (Persons in April)","2019","15 - 19 years","Male","Thousand","162.3"
"Population Estimates (Persons in April)","2019","15 - 19 years","Female","Thousand","157.6"
"Population Estimates (Persons in April)","2019","15 - 24 years","Both sexes","Thousand","618.1"
"Population Estimates (Persons in April)","2019","15 - 24 years","Male","Thousand","313.8"
"Population Estimates (Persons in April)","2019","15 - 24 years","Female","Thousand","304.2"
"Population Estimates (Persons in April)","2019","15 years and over","Both sexes","Thousand","3912.6"
"Population Estimates (Persons in April)","2019","15 years and over","Male","Thousand","1921.5"
"Population Estimates (Persons in April)","2019","15 years and over","Female","Thousand","1991.1"
"Population Estimates (Persons in April)","2019","20 - 24 years","Both sexes","Thousand","298.1"
"Population Estimates (Persons in April)","2019","20 - 24 years","Male","Thousand","151.5"
"Population Estimates (Persons in April)","2019","20 - 24 years","Female","Thousand","146.6"
"Population Estimates (Persons in April)","2019","25 - 29 years","Both sexes","Thousand","289.2"
"Population Estimates (Persons in April)","2019","25 - 29 years","Male","Thousand","145.3"
"Population Estimates (Persons in April)","2019","25 - 29 years","Female","Thousand","143.9"
"Population Estimates (Persons in April)","2019","25 - 44 years","Both sexes","Thousand","1397"
"Population Estimates (Persons in April)","2019","25 - 44 years","Male","Thousand","684.5"
"Population Estimates (Persons in April)","2019","25 - 44 years","Female","Thousand","712.4"
"Population Estimates (Persons in April)","2019","30 - 34 years","Both sexes","Thousand","330.8"
"Population Estimates (Persons in April)","2019","30 - 34 years","Male","Thousand","159.8"
"Population Estimates (Persons in April)","2019","30 - 34 years","Female","Thousand","171"
"Population Estimates (Persons in April)","2019","35 - 39 years","Both sexes","Thousand","397"
"Population Estimates (Persons in April)","2019","35 - 39 years","Male","Thousand","192"
"Population Estimates (Persons in April)","2019","35 - 39 years","Female","Thousand","205.1"
"Population Estimates (Persons in April)","2019","40 - 44 years","Both sexes","Thousand","379.9"
"Population Estimates (Persons in April)","2019","40 - 44 years","Male","Thousand","187.4"
"Population Estimates (Persons in April)","2019","40 - 44 years","Female","Thousand","192.5"
"Population Estimates (Persons in April)","2019","45 - 49 years","Both sexes","Thousand","351.1"
"Population Estimates (Persons in April)","2019","45 - 49 years","Male","Thousand","174.7"
"Population Estimates (Persons in April)","2019","45 - 49 years","Female","Thousand","176.4"
"Population Estimates (Persons in April)","2019","45 - 64 years","Both sexes","Thousand","1201.2"
"Population Estimates (Persons in April)","2019","45 - 64 years","Male","Thousand","596.3"
"Population Estimates (Persons in April)","2019","45 - 64 years","Female","Thousand","604.9"
"Population Estimates (Persons in April)","2019","50 - 54 years","Both sexes","Thousand","310.5"
"Population Estimates (Persons in April)","2019","50 - 54 years","Male","Thousand","154.5"
"Population Estimates (Persons in April)","2019","50 - 54 years","Female","Thousand","156"
"Population Estimates (Persons in April)","2019","55 - 59 years","Both sexes","Thousand","285.9"
"Population Estimates (Persons in April)","2019","55 - 59 years","Male","Thousand","141.1"
"Population Estimates (Persons in April)","2019","55 - 59 years","Female","Thousand","144.8"
"Population Estimates (Persons in April)","2019","60 - 64 years","Both sexes","Thousand","253.8"
"Population Estimates (Persons in April)","2019","60 - 64 years","Male","Thousand","126"
"Population Estimates (Persons in April)","2019","60 - 64 years","Female","Thousand","127.8"
"Population Estimates (Persons in April)","2019","65 - 69 years","Both sexes","Thousand","219.3"
"Population Estimates (Persons in April)","2019","65 - 69 years","Male","Thousand","108.4"
"Population Estimates (Persons in April)","2019","65 - 69 years","Female","Thousand","110.9"
"Population Estimates (Persons in April)","2019","65 years and over","Both sexes","Thousand","696.3"
"Population Estimates (Persons in April)","2019","65 years and over","Male","Thousand","326.8"
"Population Estimates (Persons in April)","2019","65 years and over","Female","Thousand","369.5"
"Population Estimates (Persons in April)","2019","70 - 74 years","Both sexes","Thousand","184.8"
"Population Estimates (Persons in April)","2019","70 - 74 years","Male","Thousand","90.8"
"Population Estimates (Persons in April)","2019","70 - 74 years","Female","Thousand","94.1"
"Population Estimates (Persons in April)","2019","75 - 79 years","Both sexes","Thousand","127.5"
"Population Estimates (Persons in April)","2019","75 - 79 years","Male","Thousand","60.6"
"Population Estimates (Persons in April)","2019","75 - 79 years","Female","Thousand","66.9"
"Population Estimates (Persons in April)","2019","80 - 84 years","Both sexes","Thousand","87.4"
"Population Estimates (Persons in April)","2019","80 - 84 years","Male","Thousand","38.7"
"Population Estimates (Persons in April)","2019","80 - 84 years","Female","Thousand","48.7"
"Population Estimates (Persons in April)","2019","85 years and over","Both sexes","Thousand","77.3"
"Population Estimates (Persons in April)","2019","85 years and over","Male","Thousand","28.3"
"Population Estimates (Persons in April)","2019","85 years and over","Female","Thousand","49"
"Population Estimates (Persons in April)","2019","All ages","Both sexes","Thousand","4921.5"
"Population Estimates (Persons in April)","2019","All ages","Male","Thousand","2438"
"Population Estimates (Persons in April)","2019","All ages","Female","Thousand","2483.5"
"Population Estimates (Persons in April)","2020","Under 1 year","Both sexes","Thousand","58.3"
"Population Estimates (Persons in April)","2020","Under 1 year","Male","Thousand","29.9"
"Population Estimates (Persons in April)","2020","Under 1 year","Female","Thousand","28.4"
"Population Estimates (Persons in April)","2020","0 - 4 years","Both sexes","Thousand","309.5"
"Population Estimates (Persons in April)","2020","0 - 4 years","Male","Thousand","158.2"
"Population Estimates (Persons in April)","2020","0 - 4 years","Female","Thousand","151.3"
"Population Estimates (Persons in April)","2020","0 - 14 years","Both sexes","Thousand","1003.7"
"Population Estimates (Persons in April)","2020","0 - 14 years","Male","Thousand","513.9"
"Population Estimates (Persons in April)","2020","0 - 14 years","Female","Thousand","489.8"
"Population Estimates (Persons in April)","2020","1 - 4 years","Both sexes","Thousand","251.2"
"Population Estimates (Persons in April)","2020","1 - 4 years","Male","Thousand","128.3"
"Population Estimates (Persons in April)","2020","1 - 4 years","Female","Thousand","122.9"
"Population Estimates (Persons in April)","2020","5 - 9 years","Both sexes","Thousand","344.1"
"Population Estimates (Persons in April)","2020","5 - 9 years","Male","Thousand","176.3"
"Population Estimates (Persons in April)","2020","5 - 9 years","Female","Thousand","167.8"
"Population Estimates (Persons in April)","2020","10 - 14 years","Both sexes","Thousand","350"
"Population Estimates (Persons in April)","2020","10 - 14 years","Male","Thousand","179.4"
"Population Estimates (Persons in April)","2020","10 - 14 years","Female","Thousand","170.6"
"Population Estimates (Persons in April)","2020","15 - 19 years","Both sexes","Thousand","323.9"
"Population Estimates (Persons in April)","2020","15 - 19 years","Male","Thousand","164.7"
"Population Estimates (Persons in April)","2020","15 - 19 years","Female","Thousand","159.3"
"Population Estimates (Persons in April)","2020","15 - 24 years","Both sexes","Thousand","631.2"
"Population Estimates (Persons in April)","2020","15 - 24 years","Male","Thousand","320.7"
"Population Estimates (Persons in April)","2020","15 - 24 years","Female","Thousand","310.5"
"Population Estimates (Persons in April)","2020","15 years and over","Both sexes","Thousand","3973.8"
"Population Estimates (Persons in April)","2020","15 years and over","Male","Thousand","1951.7"
"Population Estimates (Persons in April)","2020","15 years and over","Female","Thousand","2022.1"
"Population Estimates (Persons in April)","2020","20 - 24 years","Both sexes","Thousand","307.2"
"Population Estimates (Persons in April)","2020","20 - 24 years","Male","Thousand","156"
"Population Estimates (Persons in April)","2020","20 - 24 years","Female","Thousand","151.2"
"Population Estimates (Persons in April)","2020","25 - 29 years","Both sexes","Thousand","292.2"
"Population Estimates (Persons in April)","2020","25 - 29 years","Male","Thousand","147.4"
"Population Estimates (Persons in April)","2020","25 - 29 years","Female","Thousand","144.8"
"Population Estimates (Persons in April)","2020","25 - 44 years","Both sexes","Thousand","1396.3"
"Population Estimates (Persons in April)","2020","25 - 44 years","Male","Thousand","685.1"
"Population Estimates (Persons in April)","2020","25 - 44 years","Female","Thousand","711.2"
"Population Estimates (Persons in April)","2020","30 - 34 years","Both sexes","Thousand","324"
"Population Estimates (Persons in April)","2020","30 - 34 years","Male","Thousand","157.5"
"Population Estimates (Persons in April)","2020","30 - 34 years","Female","Thousand","166.5"
"Population Estimates (Persons in April)","2020","35 - 39 years","Both sexes","Thousand","386.5"
"Population Estimates (Persons in April)","2020","35 - 39 years","Male","Thousand","186.4"
"Population Estimates (Persons in April)","2020","35 - 39 years","Female","Thousand","200.1"
"Population Estimates (Persons in April)","2020","40 - 44 years","Both sexes","Thousand","393.7"
"Population Estimates (Persons in April)","2020","40 - 44 years","Male","Thousand","193.8"
"Population Estimates (Persons in April)","2020","40 - 44 years","Female","Thousand","199.9"
"Population Estimates (Persons in April)","2020","45 - 49 years","Both sexes","Thousand","358.5"
"Population Estimates (Persons in April)","2020","45 - 49 years","Male","Thousand","177.7"
"Population Estimates (Persons in April)","2020","45 - 49 years","Female","Thousand","180.8"
"Population Estimates (Persons in April)","2020","45 - 64 years","Both sexes","Thousand","1226.2"
"Population Estimates (Persons in April)","2020","45 - 64 years","Male","Thousand","607.2"
